"X1","X2","y"
"1",9.21267532193527,-4.75303343593255,0
"2",11.0582135862399,-10.1733810628993,0
"3",-9.01782277520374,-7.98770275869313,0
"4",12.00720293314,0.125237506947282,0
"5",5.07497679700548,1.9936549724681,0
"6",-6.15437677316611,-3.21329358891982,0
"7",-8.9153633231974,-5.78868353433763,0
"8",-3.98225338032054,-8.62050994944893,0
"9",11.7055994514975,1.09382667175934,0
"10",4.08305760790786,-9.67485309837798,0
"11",10.0171403854414,-2.61302326318908,0
"12",6.0276039131998,-8.34185833391312,0
"13",9.20252572932577,-3.56057389557855,0
"14",-9.60841143382969,-6.67664085600078,0
"15",3.91115815523659,-4.81231222405391,0
"16",-3.82007700814634,-4.65001072179249,0
"17",-4.36466265503572,-6.65343683729658,0
"18",-9.62064832085978,-4.0762988915263,0
"19",8.20287994134558,-6.81888619586563,0
"20",10.8446783100676,-1.41506738358898,0
"21",3.75849388977481,-9.14626794749579,0
"22",-10.716180417221,-6.67415524163791,0
"23",-5.0147237566668,-10.721163700765,0
"24",10.3993060321725,6.70885996228497,0
"25",-8.62170670135973,-5.81408084978311,0
"26",0.608366489039113,-9.142708647923,0
"27",-1.81724803959752,-9.94902775971515,0
"28",5.02631242975573,7.83526549280683,0
"29",12.022611031958,5.75868998580858,0
"30",6.42346100706252,-5.30543633970149,0
"31",-1.46874255593076,-10.5270047147712,0
"32",0.569140831362434,-13.0758898394981,0
"33",9.2075909026844,-11.0875784358248,0
"34",0.373155333396785,-11.4315739689003,0
"35",-3.84363296682134,-6.79754457877346,0
"36",-0.888607061111149,-6.49770347192592,0
"37",5.21586866697969,9.12984027523509,0
"38",4.20587267261501,9.28113088779634,0
"39",0.990218076061247,-6.9626324826456,0
"40",0.43543713880648,-8.98490471382405,0
"41",-3.96049939737948,-8.74308691238639,0
"42",-0.802743319804605,-7.71936301888686,0
"43",0.903241395515328,-13.560161131379,0
"44",-6.48143750402009,-4.99445576981671,0
"45",9.28916217501152,5.45473820264287,0
